id,comment_id,Comment
150,501,"Namugema Bridget has served as an intern with particular distinction. Her initiative to learn about business processes and do more hands on for system design was commendable. Bridget has great organizational skills, uses initiative and always follows through. I believe it has been a positive learning experience, learning some basic business etiquette (especially in a hierarchical
institution).  Awesome leadership skills, computer competency, very good communication skills, great team player and cooperation, fantastic time management, hardworking spirit are a great description of Bridget. Her internship time has been remarkable and we look forward to working with her any time. Overall she is an excellent intern and has been resourceful. She surely deserves an A"
151,510,"Sherinah is conscientious and confident in her work, she's a very personable individual, has very good work ethics and follows direction well. she's so inquisitive and always demands to know more about new things concerning the tasks given and asks questions on different sides of life.

she's was much more conversant with networking and had most of the networking skills and she was good at it.

Sherinah has been disciplined and a very passionate woman who wants to learn and improve on herself every day.

Its an Excellent for me."
152,520,"Nantambi Sherinah displayed strong organizational skills. These combined with outstanding social skills and a dedicated work ethic made her an outstanding asset to our IT team, so intelligent and committed to the work, Her sense of purpose and professionalism
will see her far in the career path of her choice, she could take more initiative, self-confidence, excellent prospects. she clearly showed a genuine interests during her tasks and could submit them in time as expected. she was a good time keeper that is to say, she could make it  to the office early in the morning in order to start up her given tasks, however there are days she used to come at the office a little bit late but she had strong evident reasons, she is confident and self driven, she's has got leadership skills and good communication skills as well.
its a pleasure to work with her because she is very diligent, responsible. has great ideas and besides all that, her verbal communication skills have improved greatly since the 1st day she started her internship."
153,526,"Nantambi is a quick learner and continues to learn all of the aspects of working on on-line learning. There is a wide range of work to be done at Billbrain Technologies and thus far, she has jumped in head-first to learn the many aspects of the company. she recently requested additional work which shows me she is confident in her capabilities. she is an excellent asset to our company (BILLBRAIN TECHNOLOGIES LDT) and brought new and innovative ideas to the table. she will be greatly missed. she has served as an intern with particular distinction. she is highly intelligent, very well organized, and motivated to work on varied assignments. Very hard working, good ideas; needs a little work on taking constructive criticism, she is a tremendous help to us that is to say, she was able to put together all of the information that was needed in a precise research and computer skills, communication skills are some of the best I�ve seen in her. she makes a difficult task look easy, and can articulate her findings with extreme clarity. she is always willing to do whatever needs to be done and has a great personality.

 she�s a great intern with a bright future."
154,528,A very committed Student. He's been able to finish his tasks on time
155,529,"Billbrain staff, stake holders and I are satisfied with Sherinah's overall performance. I certainly would consider her for a more permanent job in the future, she did all of the tasks asked of her and more. She felt comfortable enough
to trust her instincts and handled many situations which alleviated much of our work load. We were all very impressed by her ability to assess the work and get things accomplished in a short work day. Our IT department trusted her to deal with our Websites with her intern team, and they  always delivered above and beyond. I expected Nantambi to come in each day and know exactly what had to get done. She also did this with ease and was great about updating me, asked
intelligent questions and picked everything up very quickly, which was the biggest advantage. She surpassed all expectations and really ran with everything we handed to her.
I would like to express what an amazing intern Nantambi Sherinah was for me and our for the short period we interacted with her, truly one of a kind. She was unbelievably responsible, poised, professional, personable, and a great team member!  she did an excellent job during her internship program. She shows a strong desire to learn and great maturity. She was given many different tasks and completed all with little guidance. I believe that she has an amazing future ahead of her in information system and anywhere else. She is the type of person that people want to work with and be around which is rare. I hope she is
proud of what she accomplished here."
156,530,Great progress
157,531,"Good progress, he's a quick learner and very positive. He has been able to complete the assigned tasks in the required time period despite the difficulty in the internet connection."
158,535,All assignments well done.
159,565,"He is a quick learner,  completed the task, and meant the acceptance criteria.
He should improve on the speed of completing as many tasks as possible in a week.
He should improve on team work."
160,568,"The student was taken through the steps followed to configure desk phone extensions in an office. He was eager to learn and his level of enthusiasm reveals a good progress.
He was also taken through fixing of different errors on computers related to internal and peripheral components.
We are looking forward to giving him chance to more practice."
162,570,He is serious and hardworking as he is able to make research of the things done before. Good work
163,573,The Intern attended with staff ToT on Moodle E-learning Management System were he acquired admin skills
164,574,The Intern participated in configuration of wireless networks where he showed confidence and skills in managing wireless networks.
165,575,She has the idea about these wireless networks and with more practice will become very good
167,586,She now knows the challenges with wireless networks and can deal with them
169,589,Good attitude amidst challenges. Well done
170,590,"He has some bit of understanding of how Javascript works, and how it saves the user time and data as they move from page to page. He can send data from the user interface to the back end (Server-side) through Ajax."
171,591,She is picking up so well and with persistency will be excellent
172,592,She participates actively to see that she learns
173,593,Assignments well done. Good team work skills.
174,594,"Good attempt, more practice and research needed."
175,595,"Practically she is well versed with Microsoft office applications, which is widely used by many professionals."
176,596,"Student was able to deploy synology server and created server volumes, installed active directory server, active directory backup for business and create users and user groups.
Student also configured Mikrotic router and Lynksys router. There by demonstrating Network and server management skills.
Student equally prepared reports in excel and word processing about list of computers and the users."
177,597,The student acquired more hands on network skills in regards to wireless networks. He also participated in the installation and administration  of Proxmox Virtual environment and installation of Ubuntu 20.04 server
178,600,Willingness to learn and face new challenges with ease.
179,605,"Task well-executed, and delivered. Thank you, Mahad for the dedication."
180,607,Student developed well.
181,631,He is able to troubleshoot and fix a problem which is very good
182,651,The work was well done and with more practice will be better
183,667,"This week, he produced the animated front page, with attractive motions, the most important section (Pricing and subscription) was also added and it was fully functional."
184,728,He likes to encounter new things and pats attention to understand the ideas
185,731,"Given the desire to learn attributes, I can testify that Ms Angella can practically set up a basic LAN, WAN and Access control infrastructure. Thank you for putting theory to practice."
186,734,"During this period where there was a shortage of staff in the department, Ms Angella filled in the gap by setting up various laptops and in record time we managed to issue them to the end-users and projects personnel. Thank you for the tireless effort and delivery on time."
187,735,She did not do this at our company
188,740,Student acquired and demonstrated practical knowledge in networking by assigning IP addresses manually and understood the practical DHCP operation. Student also created users and user groups in the server  thus got familiar with  user management.
189,743,Good software developer and a quick learner.
190,746,"Successful in this week's tasks. He will now work with  YSAVE MEMBER SYSTEM, and improve the application"
191,752,Promising progress. Student takes effort to solve all challenges.
192,764,Database successfully created.
193,765,"He successfully created an HTML form, to capture student's records."
194,766,He successfully designed an eye catching interface using bootstrap and CSS
195,767,Douglas' ability to multitask makes him a promising developer. I wish him the very best.
196,768,He successfully created a database for a movie store
197,769,He successfully created an HTML form to capture students details
198,770,He successfully designed eye catching interfaces using bootstrap and CSS
199,771,"I am impressed with Godfrey's desire of learning how to code systems from scratch. If he can continue brushing up his coding skills,  he will be a greater developer."
200,772,She has the interest in making sure things workout and with more practice will become better
201,780,"The student was able to demonstrate transfer and replacement of computer/laptop components, such as key board, replacement of CMOS battery, replacement of laptop motherboard. He was also charged with recording computing devices in the IT store and updating the information in the inventory. 
The work was well done."
202,787,"This week, Joseph learned and implemented USSD and SMS using Object-Oriented PHP and MySQL, He also learned how to deploy PHP applications and a live server, He now knows how to install libraries using composer (A command-line application used to install external libraries into a PHP application). He has known how to prepare the application procedure before starting to code."
203,788,He was new to security but he did well on the assignment and has interacted well with the cpanel.
204,793,Assignments well done. Good enthusiasm too
205,796,Nice piece of work done.
206,797,Beautiful website made. More practice and research
207,800,She did not do this at our company
208,802,All tasks have been completed in time as instructed
209,803,"Being that she is a person who pays attention to details, mastering Graphics design was a lot easier than I expected. She  has great knowledge about industrial dominating tools such as Adobe Illustrator, that is highly used world wide for Designs. I therefore recommend the University to add more emphasis to practical fields such as Graphics and design, so as to prepare the students for any job challenge in the real world."
210,805,"He completed the task, meant the acceptance criteria, and completed it within a minimal time frame."
211,811,Good attempt and attitude amidst challenges.
212,817,"Maintains good working relationships with coworkers.
Has a good attendance record.
Error rate is acceptable, and all work is completed timely."
213,821,He added the functionality and its functioning well.
214,822,"Faith's progress has once again been impressive. She thinks out of the box and is willing to learn, which will take her very far in the field of software engineering. There is still a lot for her to learn but I believe she possesses the right qualities to keep improving."
215,823,Faith has displayed knowledge in the various steps involved during the Software Development Life Cycle. She is keen on reaching the implementation step but she is well aware of what is involved in the design stage with provides a smooth transition towards implementation.
216,842,This was a very productive week. A lot of progress was made by Benjamin and team.
217,843,This week was productive. Benjamin and team executed well.
218,844,Tasks and assignments well completed. Good interaction during lessons
219,846,All task were completed
220,869,She had good knowledge about the foundation of the web especially from the University. So Introducing her to the practice of Website development and design was easier. I recommend continued practice in this area.
221,870,She is eager to learn new technologies. This can be seen by how much questions she asks during the training sessions.
222,877,"The Internee was given an exercise of adding a splash screen, a progress bar, and a recycler view  using Java language in android studio.
The purpose of this was to help the internee to express advancement in his software development environment.
This was done successfully.
However, he has also to do more in adding top nav bar and creating a dashboard"
224,894,Excellent
225,898,"He was able to complete and demo all the tasks assigned, excellent performance for DevOps."
226,905,"It was a good and quick activity, because most of the things like creating databases on live server, and uploading sources were being done by him."
227,913,She did not do this at our company
228,964,Student has kicked off the bootcamp stage and started gaining further capacity in the various concepts of software engineering that will enable him gain  capacity to deliver a software product.
229,966,Student has demonstrated some a foundation and background knowledge in database design and implementation and there is great room for improvement.
230,968,Student has finalised learning of database design. Great team work demonstrated. He is new to the S.O.L.I.D and needs to learn these very fast.
231,970,Deployment learnt and other tasks accomplished on time. Students needs to adopt to fast pace learning.
232,971,Student is exposed to new concepts in TDD and Design Patterns and needs to learn and practice these early enough. Pull up your socks
233,972,Applied and demonstrated how to build and run tests. Individual project on TDD delivered.
234,973,Student has gained some knowledge in BDD but slow at implementation. Great work for improvement.
235,974,Demonstrated ability to implement CI/CD in a real project. Great work this week.
236,975,Student has prior knowledge in code refactoring and some insights in debugging and code smells. Great foundation by university.
237,976,Student introduced to Team at Laboremus and he has began on interaction with client to establish requirements. Team work with new team assigned needs improvement.
238,977,Vision and scope document presented and student has to do some improvements based on client input. Requirements elicitation techniques.
239,978,"Vision and scope delivered student has started on the SRS, his documentation skills are improving"
240,979,Great research work demonstrated in trying to produce the SDD. Version 1 delivered on time with his team
241,980,"ERD and its related documentation delivered, clients with so many changes so final version yet to be approved. Great team leadership by student in sharing knowledge with his team members."
242,981,Student together with team has delivered and mockup designs for the system.
243,982,Task of project planning and role assignment done. Student has assumed the role of front end development
244,983,"Project initiation and tools done on time, break off for holidays."
245,984,Festive season. Nothing evaluated
246,985,Front end mock up for users that implemented as required by the student. Need to make better improvements on it.
247,986,"Some time taken for student to adjust to the back-end and gain capacity and implement his news tasks
Internet shut down has affected the pace of the student that of the team."
248,987,"Feature 2 of system not fully done and some other pending tasks. Student needs to gain faster pace.
Internet shut down has further affected the pace of the student that of the team."
249,988,Project behind timeline but student has ability to accomplish the tasks. Internet is back and student has picked up pace once again.
250,989,Project timeline on track. Great team work. Student is now doing code review and improvements.
251,990,"With initial testing, some bugs detected and  student has demonstrated the ability to read errors and bugs plus the ability to debug  them"
252,991,Project still on going in the last phases but most of the tasks accomplished and ready for final presentation
253,992,Good conduct and time keeping.
254,993,Ms. Angella's attentiveness and desire to learn what she is not familiar with is very admirable. Thank you for this drive. Software installations can be done independently which is very good to see.
255,994,MS. Angella's willingness to learn and drive to seek clarity ranks her as a super learner. Well done Angella.
256,1006,"He completed the task, meant the acceptance criteria, and completed it within a minimal time frame."
257,1042,"Using android Studio
The trainee was tasked with the continuation of the last week�s pending work including adding top nav bar, creating a dashboard and filtering a recycler view, using Java language in android studio.

In web development, using HTML
The trainee was given an exercise of adding a favicon to a website in HTML.
The purpose of this was to help the trainee to learn more concerning web development.

It was a good experience seeing him exercise a good progress while learning."
258,1057,"Work well done, good attitude amidst challenges."
259,1058,"Tasks well completed, nice website done."
260,1059,Looking forward to the final report
261,1060,Looking forward to receiving the final report
262,1082,The UI he made was responsive and beautiful
263,1083,He faced challenges with the IDE but with my helping hand he accomplished the task.
264,1084,She is a quick learner and a person who pays attention to details. I encourage her to take on more practices in Web programming in order to master it and meet the market standard.
265,1085,"She was able to design her first website using the technologies learned. Given the small time period since the time the internship started, i say it was impressive. She however she needs to improve on her project management skills especially time."
266,1091,He could be relied on for completing his tasks on time.
267,1092,He tried his best to meet attendance despite the challenge of slow internet
268,1093,He took the initiative to consult where he needed assistance
269,1094,He scheduled his time off in advance to coordinate with the backend developer which was impressive
270,1095,He consulted for better understanding which helped his progress.
271,1096,"Despite the time it required him to get tasks done, he gave in time and extra effort to see to it that things got done."
272,1097,He had the will to wait until he got in the right corner with the requirements for the good of his performance.
273,1103,"He completed the task, meant the acceptance criteria, and completed it within a minimal time frame."
274,1107,He followed his schedule and adhered to designated breaks for him as advised
275,1108,"We worked together to pull resources and the necessary data together, which helped the taking up of his tasks."
276,1109,"As was the usual, he communicated openly with his team and asked for assistance where necessary"
277,1110,He took the initiative to ask for assistance
278,1111,He took the time to listen as we reviewed his performance
279,1112,I noted that he was embracing the culture of knowledge sharing in his research which in itself answered some of his questions.
280,1113,He was building good relationships with the team
281,1114,He effectively communicates
282,1115,He has a willingness to listen which helps his learning
283,1116,He's a great team player
284,1117,He supports others in integrating and fulfilling their tasks
285,1118,He did his very best to get tasks done
286,1119,He gave the team members an opportunity to teach him and he was a good learner
287,1120,He can be relied upon by the team mates
288,1121,He works to be the best for the team
289,1122,He delivers urgently when he has all necessary resources which eases our work and betters his learning
290,1123,He expertly prioritizes work
291,1124,He exceeded my expectations by delivering more than the assigned work
292,1125,He makes the best use of his time
293,1126,He expertly prioritizes his work without getting tangled in unnecessary detail
294,1163,She need to invest more time experimenting with what she has learnt and not stick to only what has been taught or discussed during the internship sessions. Her overall progress is promising.
295,1174,He is always willing to learn new skills and demonstrate them practically
296,1175,This was the first activity during the networking session. He did great in the surveying exercise as well as diagramming and quantifying the bills needed for the Network Project.
297,1176,Very active and practical student and paid clear attention during the demonstration of the Wireless Security Administration before availing him the devices
298,1177,"He managed to configure the Networking Devices first in the Cisco Packet Tracer and later shifted to Live Machine configurations using the Putty software, Console Cable. The configurations involved VLAN, VLAN Trunking, Inter-VLAN Routing, Switch port Security, as well as EIGRP and ACL. I do believe he demonstrate the configuration of protocols very well."
299,1178,He designed a multi page WordPress site and customized it to match the assigned design and requirements
300,1179,He managed to design a website using CMS (WordPress) and later hosting it using 60 days free Trial hosting service provided by SmarterASP.net . I do believe he do thorough Domain registration and Web hosting
301,1180,"He demonstrated good  knowledge and understanding of the Motherboard components, troubleshooting Motherboard problems."
302,1181,This was a public holiday and the office was not yet open to official duties
303,1182,Muwanga Ian was very active during this session of Operating Systems. He managed to Install Windows 10 Enterprise and Windows 8  Professional as well the Device drivers.
304,1183,This activity involved introductory usage of the OS environment and preparing for installation which included making bootable devices that is DVD and Flash disks
305,1185,She needs to learn to manage her time properly so she can deliver on assignments.
306,1189,She continues to prove herself by never failing to deliver on assignments.
307,1196,he was a quick understanding student in my class
308,1204,"She works well with her fellow interns, asks where she does not understand is always ready to help out others."
309,1205,Ms Angella's work attitude is excellent. Given her willingness to learn she handled most of the tasks deligently.
310,1206,Well done Ms Angella. Tasks were done independently and where guidance was required she sought it.
311,1215,he was a good listening student
312,1216,She needs to learn more quickly as the scope of the internship is a bit wide and we are still covering the basics.
313,1217,Dashboard reporting system was not completed.
314,1218,Social media platforms were disabled successfully.
315,1219,Staff remote access was not successful though she tried it out.
316,1220,She was really stressed at this stage. But i kept advising her to learn how to manage stress.
317,1221,Remote access of the Server by the recommended ICT staff was not successful but the accounts were created. she tried to orient us but things were not thorough.
318,1222,"Dust blowing of the machines was done but System updates and Anti virus installation was fairly done.
she had the skills but the speed of the internet limited her."
319,1223,"Social media platforms were created. 
Creating IP addresses for the Server and passwords challenged her."
320,1224,She really laboured much to see Ncomputing System work.
321,1225,Making research on each task to trouble consumes most of her time.
322,1226,Though research was done the School management App was not created.
323,1227,She used to consult her friends but no User Interfaces were designed.
324,1233,She has an overall improvement from when we first began. She is a promising student given the fact that she works on her weaknesses.
325,1238,"Does not require constant supervision.
Has had no unscheduled absences, except for documented emergencies.
Maintains good working relationships with coworkers.
Usually adjusts well to changes in the work place.
Takes messages, writes correspondence, deals with customers and coworkers with sufficient attention to detail."
327,1242,"Had Laptop challenge ,but attended all the sessions and kept time."
328,1243,many technical challenges but he was able to understand the skills offered.
331,1246,Sills were acquired but had computer challenge
332,1247,"Had many technical Issues  with his laptop,but was positive and progressed in understanding the skills."
333,1248,Progressive but had technical issues with his  computer
336,1252,"He had Technical challenges of the computer, but he was able to progress in understanding the tasks at hand."
337,1253,"This week we multitasked and Mary was able to catch up, with the new skillsets."
339,1255,The week was challenging to the student since he had many issues with his computer .
340,1256,Georgia and her colleagues did a good presentation. It showed their desire to explore new technologies
341,1257,Mark and his colleagues did a good presentation. It showed their desire to explore new technologies
342,1258,"Does not require constant supervision.
Has had no unscheduled absences, except for documented emergencies.
Maintains good working relationships with coworkers.
Usually adjusts well to changes in the work place.
Takes messages, writes correspondence, deals with customers and coworkers with sufficient attention to detail."
343,1259,Progressive in Hardware maintenance and repair tasks.
345,1262,"Challenged by use of the new skillset in css using Dreamweaver yet also her computer specifications couldn't enable her make installation of the Adobe suite.
but the skills were acquired ."
346,1263,Was able to multi task since we had three sessions in the say week handling different areas.
349,1266,Had a laptop challange but that didnt hinder us from starting database development since he had a team to work with.
350,1267,Technically challenged but followed up through the recorded material.
351,1269,"Progressive skills wise ,although was still challenged by the Laptop.
He was new to website designing  and content management systems design."
